id;text;label;predict_proba;predict_label;lime_weights
271;While having a meeting in Hotel Sensa, I ordered Batagor Riri using Gofood/Gojek app. My order came not long after because turns out they had packed the siomay-and-batagor package inside a vacuum bag. The price listed on the gojek app does not include the 10% tax.;positive;[0.47192241114943856, 0.2523695043540398, 0.2757080844965216];negative;{'negative': [('not', 0.18536338392101348), ('gojek', -0.12636787516535056), ('Gojek', -0.12044179850714362), ('turns', 0.1090024234298969), ('Hotel', 0.09902172697662236), ('Batagor', -0.07054132163776283)], 'neutral': [('the', -0.13321653033858474), ('gojek', 0.118295756070907), ('Gojek', 0.11508332860447959), ('and', -0.11101677636542746), ('turns', -0.07742520221668774), ('not', -0.07443079062159233)], 'positive': [('not', -0.13338463756862462), ('the', 0.11071387228069006), ('Batagor', 0.10156197582852357), ('batagor', 0.09946856767782837), ('does', -0.07082003057437376), ('app', 0.0695897161995298)]}
130;I visited this restaurant outside of lunchtime. However, the restaurant was still rather crowded, but luckily we got our seats quickly. Once we're seated, the food and beverages were immediately served. The green sambal didn't taste spicy enough for us. The delicious food we are here was pretty filling though.;positive;[0.17553310255748827, 0.008509350457351643, 0.8159575469851602];positive;{'negative': [('was', 0.14922784082631294), ('here', -0.12810758888492976), ('delicious', -0.11881408676308201), ('restaurant', -0.10756805956456482), ('The', -0.0908625078036105), ('we', 0.0837616937683379)], 'neutral': [('food', -0.05074994241808998), ('was', -0.03971748367193342), ('and', -0.02960065536373834), ('the', -0.029122541662409088), ('delicious', -0.02654588043321966), ('The', -0.02626778107535187)], 'positive': [('here', 0.13282511263212132), ('delicious', 0.13177785721368773), ('was', -0.12464666242222135), ('food', 0.11395983044766912), ('restaurant', 0.11321680775784365), ('The', 0.10688822196146172)]}
226;Sometimes I get jealous when I see him joking around with a girl, but I'm no one to him;negative;[0.2970854221485831, 0.6509497027285569, 0.05196487512286019];neutral;{'negative': [('him', 0.18236395029900207), ('one', -0.1757439516300026), ('no', 0.16484758759203333), ('get', -0.12998474748748381), ('with', -0.06897868928332107), ('but', 0.03818962628509503)], 'neutral': [('him', -0.2040357138147964), ('one', 0.16427803037521238), ('get', 0.1532293972895596), ('no', -0.14189347510365108), ('jealous', 0.04949342324710092), ('with', 0.027841470019794992)], 'positive': [('jealous', -0.04015646143308202), ('with', 0.03524989699167466), ('get', -0.029083085335970055), ('no', -0.026861833803944326), ('around', 0.020555428766774717), ('see', 0.01828626018026823)]}
731;Last time I ate their food was via delivery order. My kid really loved the potato fritters with meat filling. A very popular old-school restaurant. The price is just right and the taste is great.;positive;[0.019515512303368333, 0.005478198826958906, 0.9750062888696724];positive;{'negative': [('great', -0.07784871839988505), ('right', -0.04494087841578884), ('the', -0.04238426768416204), ('loved', -0.03668787257080187), ('with', -0.036556141775693204), ('price', -0.03624872582979821)], 'neutral': [('is', -0.04903912089973677), ('food', -0.041320015298688104), ('and', -0.03828823451131483), ('the', -0.03784694031170665), ('really', -0.03738518615832615), ('great', -0.03519132681353124)], 'positive': [('great', 0.12111774920496265), ('the', 0.08553118854250694), ('is', 0.07787895498461415), ('right', 0.0713953125758418), ('food', 0.0692600015407225), ('very', 0.062319188522744255)]}
543;Parking was so hard I needed to turn around 3 times. Word of advice: park near the hotel and just walk there. Restaurant's in the housing area.;negative;[0.39700439581404834, 0.157150977854419, 0.4458446263315324];positive;{'negative': [('was', 0.14228117215169767), ('so', 0.11174420852509608), ('hotel', 0.10487253264673095), ('around', -0.08701382288407565), ('area', -0.08579695350058518), ('walk', -0.06955561057174332)], 'neutral': [('was', -0.1305083688862665), ('so', -0.12190498787857433), ('and', -0.11972590336590636), ('walk', 0.10958426982497058), ('the', -0.10915116486356818), ('needed', 0.07554456191775379)], 'positive': [('the', 0.14976529718614065), ('and', 0.11216312677973209), ('Restaurant', 0.09867839921942798), ('times', 0.09062528156845011), ('hotel', -0.0713513209420703), ('walk', -0.0668470065797532)]}
714;I'm baffled with Telkomsel, their quotas are huge but they run out very quickly, even though I don't really use heavy apps. Suspicious;negative;[0.8381869095452343, 0.044420981359084774, 0.11739210909568089];negative;{'negative': [('even', 0.09431626554972276), ('heavy', 0.09011569588476831), ('run', 0.08857474531079594), ('with', -0.08780375837567056), ('out', 0.07489824894881743), ('quickly', -0.05739510720030817)], 'neutral': [('really', -0.06437156893324457), ('even', -0.06306378826608645), ('out', -0.04081698813384696), ('run', -0.038154738278936375), ('are', -0.03111711594575304), ('with', 0.02374652303191283)], 'positive': [('with', 0.0668257120274658), ('heavy', -0.06605466727779766), ('very', 0.06135403085250968), ('really', 0.05369827957350069), ('run', -0.05196698704046809), ('use', -0.04972625249255138)]}
587;Kids these days, having no qualms about stealing even though they just grew up.;negative;[0.923541088937064, 0.06803027373784579, 0.008428637325090041];negative;{'negative': [('no', 0.15244010553418144), ('even', 0.12357712923225929), ('having', -0.08340206409244134), ('days', 0.06475579880332424), ('these', 0.06003783533313263), ('about', 0.05653990693517962)], 'neutral': [('no', -0.13644037720475458), ('even', -0.12197245158261387), ('having', 0.08120330305686496), ('days', -0.06307467336943579), ('these', -0.05438427320423804), ('about', -0.050162614582068644)], 'positive': [('no', -0.0167851247999917), ('Kids', 0.00985641656320443), ('about', -0.007096580236302788), ('these', -0.006469775202989791), ('up', -0.004268634735474266), ('though', 0.0027617820045241453)]}
891;Got a chance to enjoy the breakfast when staying in this hotel. As a new visitor like me and maybe many others, you might get excited with the breakfast atmosphere with a nice view of the East side, because that side shows the beauty of the hotel building including its swimming pool. Aside from that, there's also the hills and mountains that just beg you to take pics with;positive;[0.3090498556780915, 0.04580123838611821, 0.6451489059357901];positive;{'negative': [('with', -0.15624787868120008), ('hotel', 0.14782695718462838), ('the', -0.13567601506814947), ('breakfast', 0.13481791863807732), ('nice', -0.08176356529746612), ('you', -0.07899059697477104)], 'neutral': [('the', -0.10978093648921464), ('and', -0.08194548789007494), ('this', -0.04277294724599538), ('others', -0.039157930865789066), ('you', 0.03572672522076378), ('hotel', -0.03317705689709781)], 'positive': [('the', 0.25005265710893587), ('with', 0.17710733494833383), ('breakfast', -0.13669040450136064), ('and', 0.12373679503429627), ('nice', 0.1123602852578423), ('hotel', -0.111129590419797)]}
80;Telecommunications are not just for big cities, but also remote areas and country borders. (CC: Telkomsel);neutral;[0.3729651137029058, 0.5473257983004739, 0.07970908799662042];neutral;{'negative': [('not', 0.17145302405006987), ('country', -0.1278357809923681), ('big', 0.1278235949997136), ('remote', -0.11362204873327071), ('areas', -0.11060370406600002), ('and', 0.10772148883050814)], 'neutral': [('and', -0.18008860737226345), ('country', 0.16222885900211986), ('remote', 0.16043409863926736), ('big', -0.13020906283196235), ('areas', 0.127998193768182), ('are', -0.12347745363106744)], 'positive': [('and', 0.07336305732938649), ('also', 0.060333735623293985), ('not', -0.054374585655783986), ('remote', -0.0497463943724106), ('country', -0.040908227190637726), ('Telkomsel', -0.03689584680708692)]}
106;It is best to have at least five hours of sleep.;neutral;[0.2184947414583533, 0.6743525676708612, 0.1071526908707857];neutral;{'negative': [('least', -0.17139330735532873), ('hours', -0.10738653852113413), ('sleep', 0.10345435363799849), ('is', 0.08132800821867511), ('It', 0.04809704752275828), ('best', -0.046997897042224554)], 'neutral': [('least', 0.24025432674258237), ('is', -0.14148135865162473), ('hours', 0.10126446821343181), ('at', 0.08020438652801977), ('sleep', -0.07845635720422099), ('It', -0.07690690902810912)], 'positive': [('least', -0.07176898728453537), ('is', 0.05987195209033118), ('at', -0.04671161450515201), ('best', 0.03656940625728299), ('to', 0.03456074486681796), ('sleep', -0.02706615339683715)]}
944;Me and my coworker deliberately tried having lunch here, the place was quite comfy, in the upper floors at least. I highly recommend the roasted chicken here, along with the mango sambal.;positive;[0.025425886882084043, 0.048767764168209146, 0.9258063489497066];positive;{'negative': [('here', -0.08482675325841908), ('the', -0.05224838454952819), ('place', -0.05044098336834725), ('was', 0.04244862159404627), ('with', -0.041295176219812754), ('Me', 0.028659110064163832)], 'neutral': [('the', -0.18667015676251042), ('here', -0.11905523403710709), ('place', -0.09569141684074184), ('least', 0.09131722351000744), ('and', -0.08937567076484698), ('was', -0.06286018966401878)], 'positive': [('the', 0.2337589229388219), ('here', 0.1949516778964252), ('place', 0.1389751273932585), ('and', 0.09103078685913586), ('with', 0.08089873191565643), ('least', -0.07863967436843813)]}
538;I'm disappointed with the service. I just ordered grabfood, the order didn't come but it was marked as completed. Please be more selective in hiring your workers.;negative;[0.7296766058828827, 0.22172306025580196, 0.04860033386131541];negative;{'negative': [('disappointed', 0.2805639920366585), ('was', 0.23832982226229169), ('with', -0.10111551010900081), ('more', 0.09178246726963168), ('in', -0.07948363830891608), ('workers', -0.07314311724714176)], 'neutral': [('disappointed', -0.2365859298030915), ('was', -0.22521339285614267), ('the', -0.09973717213750222), ('workers', 0.08742711565840379), ('Please', 0.0864852088010472), ('in', 0.08110031607383547)], 'positive': [('the', 0.053520766946662725), ('disappointed', -0.052482709910576526), ('Please', -0.04869381764647675), ('with', 0.03703827495606782), ('order', -0.03344978384679387), ('service', 0.030875028888528007)]}
96;We're reporting a lost Xiaomi Redmi Note 5 64 / 4 phone with gold color in Duri Selatan area, Jembatan Lima, Tambora, Jakarta Barat;neutral;[0.16349150066323814, 0.7399559817007507, 0.09655251763601139];neutral;{'negative': [('Redmi', -0.12550658206418439), ('Note', 0.12529645498460362), ('Jakarta', -0.09017891131672764), ('lost', 0.06182354281191748), ('with', -0.050218710008597234), ('in', -0.04848755411070895)], 'neutral': [('Redmi', 0.2269007476692203), ('Jakarta', 0.10679724468204496), ('phone', -0.10593513561923316), ('Note', -0.09446635145572076), ('re', -0.07983146692210111), ('in', 0.06523915170320439)], 'positive': [('Redmi', -0.10578057637396278), ('phone', 0.056141868664437516), ('with', 0.05281267131701315), ('Xiaomi', -0.047657847703880166), ('re', 0.04413280861605396), ('area', 0.035993343300427826)]}
21;I'm not disappointed with Apple's product;positive;[0.5784465529336743, 0.4012902254478294, 0.02026322161849648];negative;{'negative': [('disappointed', 0.4290309779732139), ('product', -0.3008636699775299), ('not', 0.21867997072536582), ('with', -0.14692882795529968), ('s', -0.004608740544959176), ('I', -0.002851704599975462)], 'neutral': [('product', 0.35648543800696114), ('disappointed', -0.3528937514234869), ('not', -0.14446486925665514), ('with', 0.08239315100705089), ('Apple', 0.010743205527526525), ('s', 0.005335137344175136)], 'positive': [('disappointed', -0.07596249190052032), ('not', -0.07404762565114921), ('with', 0.06457638599851745), ('product', -0.05564167411848869), ('Apple', -0.008470674589498253), ('m', -0.0017718666912984737)]}
314;YouTube is showing more ads the more days pass, it's annoying!;negative;[0.88829411089612, 0.08142389603539076, 0.030281993068489273];negative;{'negative': [('annoying', 0.109748058037768), ('more', 0.10349984678824797), ('days', 0.07323540515759157), ('is', 0.05844253158247446), ('it', 0.029364530178905283), ('pass', 0.01933207652272021)], 'neutral': [('is', -0.07713079671636366), ('annoying', -0.0768486088328722), ('more', -0.06316258235516783), ('days', -0.05146969888190936), ('the', -0.032207417148469704), ('it', -0.031595848586171725)], 'positive': [('more', -0.04007174098849683), ('annoying', -0.032623089885875096), ('the', 0.024467405948029042), ('days', -0.021113411477777982), ('is', 0.01927432141401977), ('pass', -0.017700281331654553)]}
206;The indomie and the bowl were all over the place, to the point the contents got separated from the container.;neutral;[0.18389962715821348, 0.15880297104285096, 0.6572974017989354];positive;{'negative': [('place', -0.10980303984160754), ('got', 0.10864612608957325), ('the', -0.09127897143588534), ('indomie', -0.07391778374490236), ('were', 0.05381970534187302), ('all', 0.03312750295263235)], 'neutral': [('the', -0.3380927293128267), ('and', -0.15381480956246382), ('place', -0.11971053624776139), ('contents', 0.11540981015954797), ('indomie', 0.09860603907705352), ('point', 0.09368904155832344)], 'positive': [('the', 0.4214874036315502), ('place', 0.2190345283783846), ('and', 0.13160401084222853), ('contents', -0.11449822656785098), ('point', -0.10347527336832772), ('over', -0.09677656441534195)]}
725;We came to this cafe to have some serabi. The serabi was too thick in the middle for us. There were so many toppings for the serabi that we didn't know what to pick. Turns out the price was way higher than the store in Setiabudi. What a letdown.;negative;[0.896414375202941, 0.026669544992529225, 0.07691607980452984];negative;{'negative': [('was', 0.14326325039944854), ('too', 0.08764746720282854), ('Turns', 0.06505821131418435), ('so', 0.06494437093789016), ('for', -0.05075385791351136), ('in', -0.039877868144515195)], 'neutral': [('was', -0.08717010705879237), ('too', -0.05006138235992072), ('so', -0.045905876792385655), ('the', -0.04236644266526595), ('this', -0.0385586540021272), ('serabi', 0.03474731903435531)], 'positive': [('the', 0.07416306499430822), ('was', -0.05317563960743182), ('serabi', -0.042079152190251025), ('for', 0.03533162387144727), ('too', -0.03396031943840355), ('Turns', -0.03195503816778818)]}
368;Steak's cheap, fit for those with small budget but wantt a low-cost, fulfilling meal, other than steak there are also other tasty, inexpensive chows. Atmosphere's pretty crowded, usually filled with many families or schoolkids.;positive;[0.08380510577285409, 0.1118981827723025, 0.8042967114548434];positive;{'negative': [('with', -0.07434182232720868), ('also', -0.05372063111396615), ('cheap', -0.040337493580766326), ('other', 0.04016115342681107), ('cost', 0.03706218491519324), ('usually', -0.03679709546330665)], 'neutral': [('with', -0.1206921718636137), ('other', -0.11486892701953405), ('pretty', -0.11329114059594367), ('usually', 0.08083036193772272), ('Atmosphere', -0.08053074923508635), ('than', -0.07298119649699314)], 'positive': [('with', 0.1782077298691325), ('pretty', 0.12075874581670445), ('Atmosphere', 0.09557275004098784), ('also', 0.08989412646470171), ('tasty', 0.085607843902906), ('than', 0.07373026250196484)]}
69;The meeting between Bank BRI, BPBAT Sungai Gelam - Jambi, and Pokdakan representatives is held in Pudak village to discuss the method of channeling CSR funds from Bank BRI;neutral;[0.2630576313749924, 0.4783198935966346, 0.2586224750283728];neutral;{'negative': [('Bank', 0.09692707557226898), ('held', -0.07902740471095115), ('and', 0.06008310496409522), ('in', -0.056115127396970985), ('is', 0.05088085447098181), ('from', -0.029162844043505224)], 'neutral': [('Bank', 0.22745244938958087), ('and', -0.1914112365274253), ('held', 0.1650411988973803), ('is', -0.13257255836638734), ('The', -0.08558891861627006), ('the', -0.07856386697651535)], 'positive': [('Bank', -0.31587759034026414), ('and', 0.1380291387073038), ('is', 0.09024723699246041), ('The', 0.08969193730320962), ('the', 0.08549368596672993), ('held', -0.07792632717881813)]}
346;This place is very interesting, the view's good, there's a play arena outside for the whole family. Highly recommended for families with children. Halal food with a varied menu.;positive;[0.002205762625458462, 0.0017681612457926914, 0.9960260761287489];positive;{'negative': [('with', -0.02560435406840011), ('place', -0.02296017128010991), ('family', -0.01822937529663958), ('recommended', -0.01808394824084532), ('menu', -0.01683002536626336), ('for', -0.016187226435882756)], 'neutral': [('food', -0.03055783519376611), ('good', -0.02993518419755982), ('place', -0.029676610180498292), ('the', -0.028157041065460554), ('with', -0.02774008354118924), ('very', -0.02400060925969548)], 'positive': [('with', 0.05519505421316629), ('place', 0.05453721538759648), ('the', 0.04299581869820621), ('menu', 0.041133685571503514), ('recommended', 0.04061215323637022), ('food', 0.039990706526847795)]}
972;Checking in this hotel was so dang complicated. Waiting for room cleaning took forever, really disappointing. This was the first time I went there, too. Not off to a great first impression;negative;[0.9589116858606601, 0.0078090042658395175, 0.03327930987350031];negative;{'negative': [('was', 0.13916795889796735), ('too', 0.08078548339962312), ('first', -0.07835882892677024), ('Not', 0.0651351462081305), ('so', 0.05956295423295141), ('disappointing', 0.05410127315079318)], 'neutral': [('was', -0.07825055435556987), ('too', -0.047468976235310045), ('first', 0.04654046364189356), ('so', -0.045206625528590574), ('really', -0.04321040773819348), ('this', -0.037455608195204625)], 'positive': [('great', 0.06431421649810716), ('was', -0.057157538898493156), ('Not', -0.042886284137886234), ('disappointing', -0.03137262155293777), ('too', -0.030186645110995603), ('off', -0.03003495549075636)]}
600;Since the OKTrip card right now is from the BNI bank,, topping up can be done with partners who work together with BNI.;neutral;[0.34390623385337016, 0.5449932300303668, 0.11110053611626292];neutral;{'negative': [('BNI', -0.22170252660887171), ('with', -0.1407899516186829), ('who', 0.11640080713782221), ('now', 0.10604012534529716), ('partners', 0.0780768460570322), ('done', 0.06935306608354817)], 'neutral': [('BNI', 0.319963399530496), ('who', -0.1043298445488945), ('the', -0.09717173433705112), ('is', -0.09255112012864752), ('card', 0.05207243073801461), ('partners', -0.05144210626458351)], 'positive': [('BNI', -0.10176157642875142), ('with', 0.08852687773084437), ('now', -0.0733112367932296), ('the', 0.06837112578663694), ('right', 0.05738756133715222), ('bank', -0.04991801968901995)]}
185;Overall, it's alright, yeah. The employees are also hospitable and kind. And the scenery is wonderful. But the food is way too costly. In fact, it is hella expensive. Gotta have a thick wallet.;negative;[0.29090036341528924, 0.017015076481132964, 0.6920845601035778];positive;{'negative': [('also', -0.13480224746788383), ('too', 0.12833258968919659), ('scenery', -0.11089773898577943), ('the', -0.11079513406264452), ('hospitable', -0.10876009647672125), ('yeah', 0.0888994297450058)], 'neutral': [('is', -0.06795067055350036), ('food', -0.03749055738025246), ('too', -0.03401232340653317), ('and', -0.03351912865450926), ('And', -0.033096331312468655), ('the', -0.028457165114281004)], 'positive': [('is', 0.15120365562141763), ('the', 0.13351013078326718), ('also', 0.12295432454647752), ('scenery', 0.11043581115146944), ('too', -0.09904848285435729), ('hospitable', 0.09898663273189408)]}
606;Dining with your family is more fun with all the facilities available. Location's good, food's quite delicious with a variety of choices. And the scenery & mood are just the cherries on top.;positive;[0.0024382768542424798, 0.0013145462667395204, 0.9962471768790181];positive;{'negative': [('with', -0.03681000731077126), ('the', -0.025981677000299665), ('delicious', -0.024228970149516086), ('family', -0.01993032620817355), ('fun', -0.018338382679058733), ('top', -0.017375011378144276)], 'neutral': [('the', -0.035840902722618605), ('with', -0.027414875925009803), ('good', -0.027383645815369968), ('And', -0.026839757615063693), ('fun', -0.025813399007498794), ('food', -0.02392867188943102)], 'positive': [('with', 0.06491627049619238), ('the', 0.06254816519086548), ('delicious', 0.04989492535055764), ('fun', 0.044786134705167735), ('And', 0.04047184576538803), ('good', 0.03957795699721194)]}
244;We chose Nasi Goreng Mafia in Setiabudi Street because we wanted a quick bite. Plus the fact that it was one of the must-try culinary places in Bandung. I ordered my favorite fried rice here, the Nasi Goreng Bandit, with the spiciness at level 3. The food came out pretty quickly, but unfortunately my rice was too hard, overshadowing all the spices.;positive;[0.3534295645497787, 0.07078891098223278, 0.5757815244679885];positive;{'negative': [('was', 0.1744360000532509), ('Nasi', 0.1322379142499778), ('the', -0.10901087864156492), ('one', -0.09798825012265429), ('fried', -0.09091708921659045), ('rice', -0.07869901200131726)], 'neutral': [('the', -0.11577888275124391), ('was', -0.11118852450657025), ('rice', 0.060011053476921976), ('food', -0.05934543179066824), ('too', -0.05345515509809757), ('pretty', -0.04645186371292735)], 'positive': [('the', 0.21202487309360268), ('Nasi', -0.15411596655219054), ('fried', 0.11201576769771251), ('here', 0.09990708009752723), ('pretty', 0.08403157711455865), ('with', 0.06732100856725104)]}
74;This is the most delicious stengkel soup in Aceh Tamiang;positive;[0.05536712171096872, 0.04916128955679328, 0.8954715887322376];positive;{'negative': [('delicious', -0.18668391077423407), ('soup', -0.1003387701339769), ('This', 0.09757463328953812), ('the', -0.06667951066004858), ('in', -0.04073232071907497), ('most', 0.025327214282738375)], 'neutral': [('This', -0.18695083953635822), ('delicious', -0.15411498115446023), ('is', -0.1520954490677413), ('the', -0.10833182453175538), ('in', 0.09077843865576238), ('most', 0.08392303723329834)], 'positive': [('delicious', 0.33759710585341507), ('the', 0.17150575175179442), ('is', 0.16996696538506692), ('most', -0.11160074410124222), ('soup', 0.09106620479898875), ('This', 0.08660723465354585)]}
434;Dear Admin pleeeeeeeeease reply to my direct message;neutral;[0.23989273354152932, 0.7194293149242803, 0.04067795153419012];neutral;{'negative': [('message', -0.07675705838207211), ('Admin', 0.06668326929624913), ('Dear', -0.06549796731919895), ('to', 0.02333306356006263), ('my', 0.022671640650891483), ('pleeeeeeeeease', -0.00039661076085251433)], 'neutral': [('message', 0.08931434946304961), ('Dear', 0.0841112450012036), ('Admin', -0.053050726126707644), ('to', -0.048643308044528384), ('my', -0.01592167448816694), ('pleeeeeeeeease', 0.0015530132799873235)], 'positive': [('to', 0.025310244484465724), ('Dear', -0.018613277682004863), ('Admin', -0.013632543169541583), ('message', -0.012557291080977561), ('my', -0.00674996616272453), ('pleeeeeeeeease', -0.0011564025191347965)]}
601;The main view from this Grandia Sku Lounge really relaxes you from stress. In fact, travellers often look for this area first, before resting in their rooms.;positive;[0.26147281185572907, 0.49346714126766245, 0.24506004687660843];neutral;{'negative': [('this', 0.18950441619286468), ('really', 0.08539884592462764), ('you', -0.08269116166567209), ('first', -0.07594075165153205), ('from', -0.06013825967179106), ('In', -0.05667216476167929)], 'neutral': [('this', -0.28299360234212995), ('really', -0.1641654333368351), ('you', 0.07471661106303071), ('in', 0.0742268499165272), ('look', 0.0720482451523249), ('before', 0.0681614362210389)], 'positive': [('this', 0.08729914517570066), ('really', 0.082221471877872), ('before', -0.06984565454713436), ('area', 0.05785954711912975), ('The', 0.05608513629408728), ('main', -0.054048677329422326)]}
939;We visited this place because the location was near the place we were staying in. We ordered Nasi Bakar and pasta. The Nasi Bakar was great, lots of options, and not spicy, appropriate for children. The pasta only had one type, but it tasted wonderful too. The price wasn't too expensive, food under 30 thousand were definitely affordable. This place also had free-wifi.;positive;[0.30578281279212416, 0.01483253176658982, 0.6793846554412861];positive;{'negative': [('place', -0.2713969951667597), ('too', 0.14614397141606236), ('great', -0.13261976172645756), ('was', 0.12658174452141333), ('Nasi', 0.11476150228841435), ('one', -0.09691633371031064)], 'neutral': [('place', -0.046766014387308964), ('and', -0.04464171541329826), ('was', -0.0398791781173635), ('too', -0.036222854873300646), ('The', -0.03282073552941097), ('food', -0.02321741679106158)], 'positive': [('place', 0.30209513582011904), ('Nasi', -0.13607912039539347), ('great', 0.13164031601200843), ('too', -0.12149106695546899), ('The', 0.11202292554047162), ('and', 0.1014046081255029)]}
910;To get a beautiful view with colourful lights, it's best to visit at night. This is due to the Pasupati Bridge, which is the city's symbol, in the background.;positive;[0.07128916038756801, 0.062310379767386, 0.866400459845046];positive;{'negative': [('visit', -0.08624681090071956), ('city', -0.05934790449954469), ('the', -0.057101536396142176), ('This', 0.05638526083766327), ('with', -0.053280887766493576), ('night', 0.027819174685405724)], 'neutral': [('the', -0.1939181130491496), ('is', -0.16014031425672304), ('get', 0.10030528972858976), ('This', -0.09023295331853089), ('to', -0.07034988167307496), ('with', -0.06456035711077325)], 'positive': [('the', 0.2657470855978101), ('is', 0.15824855703650867), ('visit', 0.15315430982335657), ('with', 0.13491838722920402), ('due', -0.06961400593228317), ('get', -0.0669269327484613)]}
195;I came to this Sapulidi Resto because of an internet recommendation that I read saying that the scenery would be very beautiful and the eateries in the ricefields made me interested to come to the place. However, when I arrived, everything I had thought changed for the worse, starting from the parking spot that can be  said was available, the broken access to the road and the smallness of the access point.;negative;[0.166780144735798, 0.007970715560713616, 0.8252491397034886];positive;{'negative': [('the', -0.294788807830945), ('place', -0.08727067354122563), ('was', 0.06935833556618422), ('spot', -0.06413846132363499), ('access', -0.0635097949954877), ('had', 0.05314284365311507)], 'neutral': [('the', -0.07870271442706318), ('and', -0.04267146162813632), ('was', -0.025094866888215904), ('this', -0.02370969986075829), ('place', -0.018724572869491436), ('to', -0.018236575294818664)], 'positive': [('the', 0.37003533929641835), ('place', 0.09877185541243491), ('and', 0.08862700408138106), ('spot', 0.06885434255523203), ('said', -0.06141587382966464), ('scenery', 0.06099919488925838)]}
797;Because I was hungry, I ordered Indomie;neutral;[0.4117469379474098, 0.5359868332375037, 0.052266228815086704];neutral;{'negative': [('was', 0.3480286787020697), ('Indomie', -0.337096798366189), ('Because', 0.11073892862531824), ('hungry', -0.05782936898827138), ('ordered', -0.04972447579469157), ('I', 0.003465452960270221)], 'neutral': [('was', -0.35378503234373754), ('Indomie', 0.32487543073291414), ('Because', -0.12329820584203907), ('hungry', 0.06100478809698559), ('ordered', 0.051935958788815635), ('I', -0.002884517706978717)], 'positive': [('Because', 0.01255927721672057), ('Indomie', 0.012221367633274648), ('was', 0.0057563536416676536), ('hungry', -0.00317541910871408), ('ordered', -0.0022114829941243612), ('I', -0.0005809352532915564)]}
443;The goat satay and goat gulay is delicious, the service is also very quick. The place is pretty clean.;positive;[0.008484648075834683, 0.012145082943538065, 0.9793702689806271];positive;{'negative': [('place', -0.03759078450720413), ('delicious', -0.03189037187733762), ('also', -0.028011866133708378), ('goat', 0.02409149661963038), ('The', -0.022981791936823728), ('pretty', -0.02240147363197818)], 'neutral': [('is', -0.13470619105188011), ('goat', 0.13067211125431608), ('place', -0.07838145699589812), ('and', -0.0768760019789408), ('The', -0.07398042664961382), ('pretty', -0.07341867316820132)], 'positive': [('goat', -0.15184101433110786), ('is', 0.14768435479720893), ('place', 0.11870176171838585), ('delicious', 0.10360934731782051), ('The', 0.09837863923179008), ('pretty', 0.09740604076483678)]}
682;The gourami soup is delicious, the service is quick and kind. The restaurant's clean. Since the rice portion is scarce, you'll be asking for seconds if you're a big eater.;positive;[0.02686342037416873, 0.017428659445239032, 0.9557079201805924];positive;{'negative': [('delicious', -0.06121765251149689), ('you', -0.0491274248628024), ('soup', -0.04595671152816898), ('the', -0.03915960481029606), ('The', -0.03732001189095067), ('restaurant', -0.027393924590702643)], 'neutral': [('is', -0.12958215318264543), ('and', -0.06994520864613275), ('The', -0.0670838342570828), ('the', -0.06706070997144756), ('delicious', -0.05824362228551345), ('you', 0.04790134421580364)], 'positive': [('is', 0.14511241362761948), ('delicious', 0.1183760973435946), ('the', 0.10388155666159529), ('The', 0.10100156150722713), ('and', 0.08381571354764751), ('restaurant', 0.06890003500981044)]}
369;The retaurant has a waterfall view. The dining place is a bungalow. There's a lot of them from bottom all the way to the top, the higher you go, the more you'll see the waterfall view.;positive;[0.06215597885440147, 0.09210380758866428, 0.8457402135569342];positive;{'negative': [('the', -0.07509101381242078), ('you', -0.06969063027087057), ('place', -0.06600283519710153), ('top', -0.05123272702673216), ('them', 0.05058457743328134), ('higher', 0.029491270555633727)], 'neutral': [('the', -0.23574292233472124), ('bungalow', 0.08978242161140138), ('place', -0.08880060907382598), ('The', -0.08256114336624852), ('is', -0.06799997050475311), ('top', -0.058975658241272634)], 'positive': [('the', 0.3021560040118021), ('place', 0.14854842588548373), ('The', 0.10906071030321796), ('top', 0.10673720611268825), ('bungalow', -0.08988978168907318), ('lot', 0.07917177453993889)]}
847;The server is so friendly. Makes me always wanna come back. I just so happen to stay here a lot, the hotel is clean and the view from the room is great;positive;[0.1816300037038371, 0.003829165401588863, 0.8145408308945741];positive;{'negative': [('great', -0.211684302015419), ('the', -0.17055297115750784), ('here', -0.16416059536858366), ('so', 0.15775385122123295), ('lot', -0.10032881106474796), ('hotel', 0.09652371282717746)], 'neutral': [('is', -0.033649005159535006), ('so', -0.031213190283261066), ('the', -0.021721398722691652), ('and', -0.01947950561526438), ('Makes', -0.014107332868163533), ('great', -0.013696852491425628)], 'positive': [('great', 0.207926891999961), ('the', 0.1735293591104327), ('here', 0.15654028298994666), ('so', -0.14031002422791986), ('is', 0.11887341284313566), ('lot', 0.09799359546967411)]}
